variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
1487,mrs-burns-lemon,herb,9,January,February,March,April,,,April,December
1487,mrs-burns-lemon,herb,10,January,January,February,April,,,April,December
1488,bronze,herb,3,April,May,June,July,,,July,October
1488,bronze,herb,4,March,April,June,July,,,July,October
1488,bronze,herb,5,March,April,May,June,,,June,October
1488,bronze,herb,6,March,April,May,June,,,June,November
1488,bronze,herb,7,February,March,April,June,,,June,November
1488,bronze,herb,8,February,March,April,May,,,May,December
1488,bronze,herb,9,January,February,March,April,,,April,December
1488,bronze,herb,10,January,January,February,April,,,April,December
1489,toma-verde,tomato,1,May,May,July,August,,,September,August
1489,toma-verde,tomato,2,April,May,June,July,,,September,September
1489,toma-verde,tomato,3,April,April,June,July,,,August,October
1489,toma-verde,tomato,4,March,April,June,June,,,August,October
1489,toma-verde,tomato,5,March,March,May,June,,,July,September
1489,toma-verde,tomato,6,March,March,May,June,,,July,September
1489,toma-verde,tomato,7,February,March,April,May,,,July,September
1489,toma-verde,tomato,8,February,February,April,May,,,June,August
1489,toma-verde,tomato,9,January,January,March,April,,,May,July
1489,toma-verde,tomato,10,January,January,February,March,,,May,July
1489,toma-verde,tomato,11,January,January,January,February,,,April,June
1489,toma-verde,tomato,12,January,January,January,February,,,April,June
1489,toma-verde,tomato,13,January,January,January,February,,,April,June
1491,common-mint,herb,3,April,May,June,July,,,July,October
1491,common-mint,herb,4,March,April,June,July,,,July,October
1491,common-mint,herb,5,March,April,May,June,,,June,October
1491,common-mint,herb,6,March,April,May,June,,,June,November
1491,common-mint,herb,7,February,March,April,June,,,June,November
1491,common-mint,herb,8,February,March,April,May,,,May,December
1491,common-mint,herb,9,January,February,March,April,,,April,December
1491,common-mint,herb,10,January,January,February,April,,,April,December
1494,spicy-bush,herb,3,April,May,June,July,,,July,October
1494,spicy-bush,herb,4,March,April,June,July,,,July,October
1494,spicy-bush,herb,5,March,April,May,June,,,June,October
1494,spicy-bush,herb,6,March,April,May,June,,,June,November
1494,spicy-bush,herb,7,February,March,April,June,,,June,November
1494,spicy-bush,herb,8,February,March,April,May,,,May,December
1494,spicy-bush,herb,9,January,February,March,April,,,April,December
1494,spicy-bush,herb,10,January,January,February,April,,,April,December
1498,cutting-celery,herb,3,April,May,June,July,,,July,October
1498,cutting-celery,herb,4,March,April,June,July,,,July,October
1498,cutting-celery,herb,5,March,April,May,June,,,June,October
1498,cutting-celery,herb,6,March,April,May,June,,,June,November
1498,cutting-celery,herb,7,February,March,April,June,,,June,November
1498,cutting-celery,herb,8,February,March,April,May,,,May,December
1498,cutting-celery,herb,9,January,February,March,April,,,April,December
1498,cutting-celery,herb,10,January,January,February,April,,,April,December
1501,creeping,herb,3,April,May,June,July,,,July,October
1501,creeping,herb,4,March,April,June,July,,,July,October
1501,creeping,herb,5,March,April,May,June,,,June,October
1501,creeping,herb,6,March,April,May,June,,,June,November
1501,creeping,herb,7,February,March,April,June,,,June,November
1501,creeping,herb,8,February,March,April,May,,,May,December
1501,creeping,herb,9,January,February,March,April,,,April,December
1501,creeping,herb,10,January,January,February,April,,,April,December
1523,trailing-nasturtium-mix,flower,1,May,June,July,August,July,September,,
1523,trailing-nasturtium-mix,flower,2,April,May,June,July,June,August,,
1523,trailing-nasturtium-mix,flower,3,April,May,June,July,June,August,,
1523,trailing-nasturtium-mix,flower,4,March,April,June,June,June,July,,
1523,trailing-nasturtium-mix,flower,5,March,April,May,June,May,July,,
1523,trailing-nasturtium-mix,flower,6,March,April,May,June,May,July,,
1523,trailing-nasturtium-mix,flower,7,February,March,April,May,April,June,,
1523,trailing-nasturtium-mix,flower,8,February,March,April,May,April,June,,
1523,trailing-nasturtium-mix,flower,9,January,February,March,April,March,May,,
1523,trailing-nasturtium-mix,flower,10,January,January,February,March,February,April,,
1523,trailing-nasturtium-mix,flower,11,January,January,January,February,January,March,,
1523,trailing-nasturtium-mix,flower,12,January,January,January,February,January,March,,
1523,trailing-nasturtium-mix,flower,13,January,January,January,February,January,March,,
1524,alaska-mix,flower,1,May,June,July,August,July,September,,
1524,alaska-mix,flower,2,April,May,June,July,June,August,,
1524,alaska-mix,flower,3,April,May,June,July,June,August,,
1524,alaska-mix,flower,4,March,April,June,June,June,July,,
1524,alaska-mix,flower,5,March,April,May,June,May,July,,
1524,alaska-mix,flower,6,March,April,May,June,May,July,,
1524,alaska-mix,flower,7,February,March,April,May,April,June,,
1524,alaska-mix,flower,8,February,March,April,May,April,June,,
1524,alaska-mix,flower,9,January,February,March,April,March,May,,
1524,alaska-mix,flower,10,January,January,February,March,February,April,,
1524,alaska-mix,flower,11,January,January,January,February,January,March,,
1524,alaska-mix,flower,12,January,January,January,February,January,March,,
1524,alaska-mix,flower,13,January,January,January,February,January,March,,
1558,jewel-mix,flower,1,May,June,July,August,July,September,,
1558,jewel-mix,flower,2,April,May,June,July,June,August,,
1558,jewel-mix,flower,3,April,May,June,July,June,August,,
1558,jewel-mix,flower,4,March,April,June,June,June,July,,
1558,jewel-mix,flower,5,March,April,May,June,May,July,,
1558,jewel-mix,flower,6,March,April,May,June,May,July,,
1558,jewel-mix,flower,7,February,March,April,May,April,June,,
1558,jewel-mix,flower,8,February,March,April,May,April,June,,
1558,jewel-mix,flower,9,January,February,March,April,March,May,,
1558,jewel-mix,flower,10,January,January,February,March,February,April,,
1558,jewel-mix,flower,11,January,January,January,February,January,March,,
1558,jewel-mix,flower,12,January,January,January,February,January,March,,
1558,jewel-mix,flower,13,January,January,January,February,January,March,,
1658,bandit,allium,1,,,,,June,July,October,September
1658,bandit,allium,2,,,,,May,July,September,September
1658,bandit,allium,3,,,,,May,June,September,October
1658,bandit,allium,4,,,,,April,June,August,October
1658,bandit,allium,5,,,,,April,May,August,November
1658,bandit,allium,6,,,,,April,May,August,November
1658,bandit,allium,7,,,,,March,May,July,November
1658,bandit,allium,8,,,,,March,April,July,December
1658,bandit,allium,9,,,,,February,March,June,December
1658,bandit,allium,10,,,,,January,March,May,December
1658,bandit,allium,11,,,,,January,February,April,December
1658,bandit,allium,12,,,,,January,February,April,December
1658,bandit,allium,13,,,,,January,February,April,December
1672,de-milpa,tomato,1,May,May,July,August,,,September,August
1672,de-milpa,tomato,2,April,May,June,July,,,September,September
1672,de-milpa,tomato,3,April,April,June,July,,,August,October
1672,de-milpa,tomato,4,March,April,June,June,,,August,October
1672,de-milpa,tomato,5,March,March,May,June,,,August,October
1672,de-milpa,tomato,6,March,March,May,June,,,July,September
1672,de-milpa,tomato,7,February,March,April,May,,,July,September
1672,de-milpa,tomato,8,February,February,April,May,,,June,August
1672,de-milpa,tomato,9,January,January,March,April,,,May,July
1672,de-milpa,tomato,10,January,January,February,March,,,May,July
1672,de-milpa,tomato,11,January,January,January,February,,,April,June
1672,de-milpa,tomato,12,January,January,January,February,,,April,June
1672,de-milpa,tomato,13,January,January,January,February,,,April,June
1679,marvel-of-venice,bean,1,,,,,July,August,September,August
1679,marvel-of-venice,bean,2,,,,,June,August,September,September
1679,marvel-of-venice,bean,3,,,,,June,July,August,October
1679,marvel-of-venice,bean,4,,,,,June,July,August,October
1679,marvel-of-venice,bean,5,,,,,May,June,August,September
1679,marvel-of-venice,bean,6,,,,,May,June,July,September
1679,marvel-of-venice,bean,7,,,,,April,June,July,August
1679,marvel-of-venice,bean,8,,,,,April,May,June,August
1679,marvel-of-venice,bean,9,,,,,March,April,May,July
1679,marvel-of-venice,bean,10,,,,,February,April,May,June
1679,marvel-of-venice,bean,11,,,,,January,March,April,May
1679,marvel-of-venice,bean,12,,,,,January,March,April,May
1679,marvel-of-venice,bean,13,,,,,January,March,April,May
1680,giant-of-italy,herb,3,April,May,June,July,,,July,October
1680,giant-of-italy,herb,4,March,April,June,July,,,July,October
1680,giant-of-italy,herb,5,March,April,May,June,,,June,October
1680,giant-of-italy,herb,6,March,April,May,June,,,June,November
1680,giant-of-italy,herb,7,February,March,April,June,,,June,November
1680,giant-of-italy,herb,8,February,March,April,May,,,May,December
1680,giant-of-italy,herb,9,January,February,March,April,,,April,December
1680,giant-of-italy,herb,10,January,January,February,April,,,April,December
1680,giant-of-italy,herb,11,January,January,January,March,,,March,December
1681,grosfruchtiger,herb,3,April,May,June,July,,,July,October
1681,grosfruchtiger,herb,4,March,April,June,July,,,July,October
1681,grosfruchtiger,herb,5,March,April,May,June,,,June,October
1681,grosfruchtiger,herb,6,March,April,May,June,,,June,November
1681,grosfruchtiger,herb,7,February,March,April,June,,,June,November
1681,grosfruchtiger,herb,8,February,March,April,May,,,May,December
1681,grosfruchtiger,herb,9,January,February,March,April,,,April,December
1681,grosfruchtiger,herb,10,January,January,February,April,,,April,December
1685,alpine,root-vegetable,1,,,,,June,July,July,September
1685,alpine,root-vegetable,2,,,,,May,July,July,September
1685,alpine,root-vegetable,3,,,,,May,June,June,October
1685,alpine,root-vegetable,4,,,,,April,June,June,October
1685,alpine,root-vegetable,5,,,,,April,May,June,November
1685,alpine,root-vegetable,6,,,,,April,May,May,November
1685,alpine,root-vegetable,7,,,,,March,May,May,November
1685,alpine,root-vegetable,8,,,,,March,April,April,December
1685,alpine,root-vegetable,9,,,,,February,March,March,December
1685,alpine,root-vegetable,10,,,,,January,March,March,December
1685,alpine,root-vegetable,11,,,,,January,February,February,December
1685,alpine,root-vegetable,12,,,,,January,February,February,December
1685,alpine,root-vegetable,13,,,,,January,February,February,December
1688,tohya,bean,1,,,,,July,August,October,August
1688,tohya,bean,2,,,,,June,August,October,September
1688,tohya,bean,3,,,,,June,July,September,October
1688,tohya,bean,4,,,,,June,July,September,October
1688,tohya,bean,5,,,,,May,June,September,October
1688,tohya,bean,6,,,,,May,June,August,October
1688,tohya,bean,7,,,,,April,June,August,September
1688,tohya,bean,8,,,,,April,May,July,September
1688,tohya,bean,9,,,,,March,April,June,August
1688,tohya,bean,10,,,,,February,April,June,July
1688,tohya,bean,11,,,,,January,March,May,June
1688,tohya,bean,12,,,,,January,March,May,June
1688,tohya,bean,13,,,,,January,March,May,June
1690,velour,bean,1,,,,,July,August,September,August
1690,velour,bean,2,,,,,June,August,September,September
1690,velour,bean,3,,,,,June,July,August,October
1690,velour,bean,4,,,,,June,July,August,October
1690,velour,bean,5,,,,,May,June,August,September
1690,velour,bean,6,,,,,May,June,July,September
1690,velour,bean,7,,,,,April,June,July,August
1690,velour,bean,8,,,,,April,May,June,August
1690,velour,bean,9,,,,,March,April,May,July
1690,velour,bean,10,,,,,February,April,May,June
1690,velour,bean,11,,,,,January,March,April,May
1690,velour,bean,12,,,,,January,March,April,May
1690,velour,bean,13,,,,,January,March,April,May
1693,megaton,allium,1,,,,,June,July,September,September
1693,megaton,allium,2,,,,,May,July,August,September
1693,megaton,allium,3,,,,,May,June,August,October
1693,megaton,allium,4,,,,,April,June,July,October
1693,megaton,allium,5,,,,,April,May,July,November
1693,megaton,allium,6,,,,,April,May,July,November
1693,megaton,allium,7,,,,,March,May,June,November
1693,megaton,allium,8,,,,,March,April,June,December
1693,megaton,allium,9,,,,,February,March,May,December
1693,megaton,allium,10,,,,,January,March,April,December
1693,megaton,allium,11,,,,,January,February,March,December
1693,megaton,allium,12,,,,,January,February,March,December
1693,megaton,allium,13,,,,,January,February,March,December
1694,red-noodle,bean,1,,,,,July,August,October,August
1694,red-noodle,bean,2,,,,,June,August,October,September
1694,red-noodle,bean,3,,,,,June,July,September,October
1694,red-noodle,bean,4,,,,,June,July,September,October
1694,red-noodle,bean,5,,,,,May,June,September,October
1694,red-noodle,bean,6,,,,,May,June,August,October
1694,red-noodle,bean,7,,,,,April,June,August,September
1694,red-noodle,bean,8,,,,,April,May,July,September
1694,red-noodle,bean,9,,,,,March,April,June,August
1694,red-noodle,bean,10,,,,,February,April,June,July
1694,red-noodle,bean,11,,,,,January,March,May,June
1694,red-noodle,bean,12,,,,,January,March,May,June
1694,red-noodle,bean,13,,,,,January,March,May,June
1698,conservor,allium,1,,,,,June,July,September,September
1698,conservor,allium,2,,,,,May,July,September,September
1698,conservor,allium,3,,,,,May,June,August,October
1698,conservor,allium,4,,,,,April,June,August,October
1698,conservor,allium,5,,,,,April,May,August,November
1698,conservor,allium,6,,,,,April,May,July,November
1698,conservor,allium,7,,,,,March,May,July,November
1698,conservor,allium,8,,,,,March,April,June,December
1698,conservor,allium,9,,,,,February,March,May,December
